UserTags,TimeStamps,Tweets,Replies,Retweets,Likes
"Black Lives Matter
@Blklivesmatter
·
Jan 19",2024-01-19T15:34:52.000Z,Honoring Dr King's legacy means working towards fulfilling his dreams -- and  a big part of that means protecting the vote. That's why is so important for Congress to prioritize passing the John R. Lewis Voting Rights Advancement Act!,4,1,5
"Black Lives Matter
@Blklivesmatter
·
Jan 15",2024-01-15T15:26:51.000Z,"Today we honor Martin Luther King, Jr., on his birthday. Dr. King was a visionary, anti-capitalist, and anti-fascist.",31,65,212
"Black Lives Matter
@Blklivesmatter
·
Jan 15",2024-01-15T15:26:52.000Z,"So many who sing his praises today will speak of him as a moderate peacemaker, but in truth, he was a revolutionary who not only believed in peace and love, but also militant organizing, sacrificing for Black liberation, and refusing to be silenced.",28,6,48
"Black Lives Matter
@Blklivesmatter
·
Jan 15",2024-01-15T15:26:53.000Z,"Dr. Martin Luther King Jr. believed in the possibility of an America that celebrates, acknowledges, and allows for thriving Black lives. Today -- and every day -- we keep fighting to see his and our dream realized.",6,4,37
"Black Lives Matter
@Blklivesmatter
·
Jan 4",2024-01-04T18:16:05.000Z,"This year we’re committing to continuing to amplify Black voices, advocate for Black liberation , and foster unity across the diaspora — because Black Lives Matter in 2024 and always will. ",76,17,75
"Black Lives Matter
@Blklivesmatter
·
Jan 3",2024-01-02T22:20:08.000Z,This is yet another example of holding Black women to a higher standard.,34,7,42
"Black Lives Matter
@Blklivesmatter
·
Dec 29, 2023",2023-12-29T01:36:52.000Z,"Kudos to our Board Chairwoman 
@Cicley_Gay
 on her latest feature in Shout Out Atlanta. https://shoutoutatlanta.com/meet-cicley-gay-board-chairwoman-black-lives-matter-foundation-and-philanthropic-strategist/…",41,6,28
"Black Lives Matter
@Blklivesmatter
·
Dec 26, 2023",2023-12-26T16:47:43.000Z,Today is the first day of Kwanzaa! Kwanzaa was created in the 1960s by Maulana Karenga as a way of empowering Black communities in the aftermath of Watts Rebellion.,66,54,186
"Black Lives Matter
@Blklivesmatter
·
Dec 26, 2023",2023-12-26T16:47:44.000Z,"On each day of Kwanzaa, a principle is recognized and celebrated, and placed on the candleholder, known as a Kinara. Today we celebrate Umoja to emphasize the importance of unity within the family, community, and the African diaspora.",13,6,27
"Black Lives Matter
@Blklivesmatter
·
Dec 26, 2023",2023-12-26T16:47:44.000Z,"Umoja encourages people to come together, setting the foundation for a strong and supportive collective.",10,2,18
"NAACP
@NAACP
·
Dec 23, 2023",2023-12-23T02:19:37.000Z,"Rest in power, Elijah. You should still be here.

This conviction sends a clear message that negligence and misconduct cannot be tolerated, especially at the hands of those sworn to protect. #ElijahMcClain",79,443,1.7K
"Black Lives Matter
@Blklivesmatter
·
Dec 18, 2023",2023-12-18T18:58:09.000Z,"2023 has been dedicated to resilience, revolution, and the relentless pursuit of Black liberation. We’re reflecting on a year filled with phenomenal accomplishments for our community that would not have been possible without our tribe.",21,7,28
"Black Lives Matter
@Blklivesmatter
·
Dec 18, 2023",2023-12-18T18:58:11.000Z,"YOU are a part of the force that fuels our movement! It’s been a great year and we can’t wait for the progress, unity, and liberation that will echo far beyond 2023. ",10,1,6
"Black Lives Matter
@Blklivesmatter
·
Dec 12, 2023",2023-12-12T20:26:18.000Z,"Every year on December 12th, the world recognizes what’s known as International Universal Health Coverage Day. We believe that healthcare is a human right, and that every single person, despite socio-economic status, has the right to quality healthcare. 
1/4",48,21,51
"Black Lives Matter
@Blklivesmatter
·
Dec 12, 2023",2023-12-12T20:26:19.000Z,"Black people are disproportionately impacted by the current state of the healthcare system, and get the short end of the stick on all these critical aspects of healthcare. 
3/4",15,5,12
"Black Lives Matter
@Blklivesmatter
·
Dec 12, 2023",2023-12-12T20:26:20.000Z,"If you believe that healthcare is a human right, join us in demanding that Congress make passing Medicare for All a top priority for 2024 by adding your name to the petition HERE >> https://actionnetwork.org/forms/2312_bcf_email_blmgnf_healthcare/…
4/4",21,4,9
"Black Lives Matter
@Blklivesmatter
·
Dec 12, 2023",2023-12-12T20:26:19.000Z,"That’s why we’ve always advocated for legislation like Medicare for All. 

From access to reproductive resources, preventative cancer screenings, fulfilling an annual check-up, and so much more – 
2/4",2,,1
"Women For The Culture
@IamW4TC
·
Dec 11, 2023",2023-12-11T03:42:31.000Z,Philly Legends #Philly #WillSmith #djJazzyJeff #GRAMMYSaluteHipHop50,22,192,969
"Student Debt Crisis Center (SDCC)
@DebtCrisisOrg
·
Dec 11, 2023",2023-12-11T13:00:19.000Z,"Today, the student debt crisis reached $2,047,641,198,058",23,39,77
"Black Lives Matter
@Blklivesmatter
·
Dec 7, 2023",2023-12-07T19:49:09.000Z,"We had so much joy celebrating, uplifting, and pouring into Black families who have lost so much because of systemic violence.",35,13,35
"Black Lives Matter
@Blklivesmatter
·
Dec 7, 2023",2023-12-07T19:49:09.000Z,This wasn’t just a dinner—it was a continuation of our commitment to build healing spaces and nurture ecosystems that support Black communities affected by oppressive structures and injustice.,11,2,6
"Black Lives Matter
@Blklivesmatter
·
Dec 7, 2023",2023-12-07T19:49:10.000Z,Shout out to @LoveNotBloodCampain for your ongoing commitment to impacted families and our Artist-in-Residence @osayiendolyn for curating an evening that gave room to transform our grief into joy.,7,2,4
"Black Lives Matter
@Blklivesmatter
·
Nov 27, 2023",2023-11-27T19:02:37.000Z,"We are beyond excited – because we're sooo close to Giving Tuesday, a day for us to generously give and unleash the power of people and organizations to transform their communities and the world!",9,8,29
"Black Lives Matter
@Blklivesmatter
·
Nov 27, 2023",2023-11-27T19:02:39.000Z,"This is a special occasion for our movement! In the past, we've raised over $100K for various organizations for Giving Tuesday. And right now, we're just shy of our $50,000 goal. 

 Help us reach our goal by midnight tomorrow by chipping here >>",7,2,11
"Black Lives Matter
@Blklivesmatter
·
Nov 23, 2023",2023-11-23T17:01:11.000Z,"This year, we want to uplift the 1 year anniversary of our partnership with Kara Roselle Smith. Kara is an Afro-Indigenous writer we are proud to have partnered with on talking about what Thanksgiving really represents. Read her piece on “Rethinking Thanksgiving",25,11,32
"Black Lives Matter
@Blklivesmatter
·
Nov 23, 2023",2023-11-23T00:43:32.000Z,Where are the Black people? Where are the women??,291,39,326
"Black Lives Matter
@Blklivesmatter
·
Nov 22, 2023",2023-11-22T16:46:10.000Z,"As BLM Global Network Foundation rounds out its 10th year, we’ve thought a lot about what it means to honor and celebrate our full Black lives.",13,12,31
"Black Lives Matter
@Blklivesmatter
·
Nov 22, 2023",2023-11-22T16:46:19.000Z,"who prepared a menu of African American and Caribbean dishes; our beverage sponsor Ten to One Rum 
@tentoonerum
, a Caribbean-inspired Black-owned brand; along with DJ Francesca Harding @thefrancescaharding who spun the best, Blackest vibes.",4,1,8
"Black Lives Matter
@Blklivesmatter
·
Nov 22, 2023",2023-11-22T16:46:20.000Z,"Thanks to Associated Press 
@aaronlmorrison
 @apnews
 for documenting the evening and for sharing with the world why moments like this matter. Read the full feature HERE >>",1,2,11
"Black Lives Matter
@Blklivesmatter
·
Nov 20, 2023",2023-11-20T19:53:12.000Z,Why is it the status quo that police officers with war weapons and a tradition of anti-Black violence are necessary for simple traffic encounters?,32,15,83
"Black Lives Matter
@Blklivesmatter
·
Nov 8, 2023",2023-11-07T21:47:39.000Z,"Elections are the floor, not the ceiling. 

But there's a sweet spot – the sweet spot of change must combine a robust toolbox of strategies, like direct action, protesting, political education, cultural organizing, and yes, voting!",33,10,38
"Black Lives Matter
@Blklivesmatter
·
Nov 8, 2023",2023-11-07T21:47:40.000Z,"To make that happen, we want to ensure you have all the necessary tools and resources to make the voting process as smooth as possible – and we've got your back. So, if you haven't already, it's time to vote. Let's get this done!",15,6,13
"Black Lives Matter
@Blklivesmatter
·
Nov 7, 2023",2023-11-07T15:34:47.000Z,We keep us safe — NOT the police! Point  Blank PERIOD. ,66,23,76
"Black Lives Matter
@Blklivesmatter
·
Nov 3, 2023",2023-11-02T21:53:09.000Z,"While the journey toward a world where Black people have everything they need without relying on a broken system doesn't begin or end with elections, we still HAVE to show up.",41,11,39
"Black Lives Matter
@Blklivesmatter
·
Nov 3, 2023",2023-11-02T21:53:11.000Z,"To put it simply, not a single one of us can afford to sit out this election. When we ignore elections, we enable the conditions that lead to investments in prison and policing. Then, divestment from things like housing and health care happen in just a matter of time.",18,4,20
"Black Lives Matter
@Blklivesmatter
·
Nov 3, 2023",2023-11-02T21:53:12.000Z,"When we say ""not a single one of us"" we are talking about the livelihoods of countless Black people hanging in the balance, but we’re committed. So here's what you need to know to get Election Day ready!",14,2,11
"Black Lives Matter
@Blklivesmatter
·
Nov 3, 2023",2023-11-02T21:53:10.000Z,"The fight for Black liberation is in our hands, and one of the most significant steps in this battle happens at the polls.",1,,1
"Black Lives Matter
@Blklivesmatter
·
Nov 1, 2023",2023-11-01T13:36:47.000Z,"The data is clear: More police funding DOES NOT equal less crime. 

As a matter of fact, funneling so many resources into law enforcement instead of education, affordable housing, and accessible health care has, and will continue, to cause significant harm to communities.",68,48,200
"Black Lives Matter
@Blklivesmatter
·
Nov 1, 2023",2023-11-01T13:36:48.000Z,"Trust us, we care about the safety and well-being of San Francisco as much as you do. That’s why we’re open to a meeting to further discuss more regarding the future of public safety in SF and beyond!",20,2,27
"Black Lives Matter
@Blklivesmatter
·
Oct 29, 2023",2023-10-28T22:57:26.000Z,Crazy that the Republicans who signed this letter include the same people who fueled lies around the 2020 election and aided the attempted Jan 6. (1/4),57,29,94
"Black Lives Matter
@Blklivesmatter
·
Oct 29, 2023",2023-10-28T22:57:27.000Z,Black Lives Matter Plaza’s existence is there to raise attention on issues like these – which the Republicans who want it gone are purposely neglecting. (3/4),14,3,28
"Black Lives Matter
@Blklivesmatter
·
Oct 29, 2023",2023-10-28T22:57:28.000Z,"Why? Because they simply do not care about Black people. It’s no secret. As long as we exist, white supremacists will be emboldened – and the letter to Mayor Bowser is just another example of that. (4/4)",22,4,26
"Black Lives Matter
@Blklivesmatter
·
Oct 20, 2023",2023-10-19T21:30:46.000Z,Leonard Cure was a Black man who spent more than 16 years of his life in prison – for a crime he didn’t commit. It wasn’t until 2020 that he was exonerated and released.,118,27,86
"Black Lives Matter
@Blklivesmatter
·
Oct 20, 2023",2023-10-19T21:30:49.000Z,"Leonard’s life mattered. He was loved by his family and friends, and known as smart, funny, and kind. He even dedicated his life to justice when he was released, often training state prosecuters to help ensure fair ness and equity in all cases, despite his own circumstances.",21,6,27
"Black Lives Matter
@Blklivesmatter
·
Oct 20, 2023",2023-10-19T21:30:49.000Z,"Leonard’s life mattered. He was loved by his family and friends, and known as smart, funny, and kind. He even dedicated his life to justice when he was released, often training state prosecuters to help ensure fair ness and equity in all cases, despite his own circumstances.",21,6,27
"Black Lives Matter
@Blklivesmatter
·
Oct 20, 2023",2023-10-19T21:30:50.000Z,We MUST say his name: Leonard Cure. ,33,6,26
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-16T19:56:05.000Z,"On this day in 1968, U.S. Olympians Tommie Smith and John Carlos raised Black power fists during the medal ceremony at the Olympic Games, making history with one of the most infamous moments in sports and American history.",36,51,133
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-16T19:56:07.000Z,And we’ve watched the backlash this year as Lebron rallied black athletes towards political change.,10,4,12
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-16T19:56:08.000Z,"It’s nothing new, Black athletes and Black people face criticism no matter how we decide to protest. But we can’t and won’t let that stop us.",18,9,17
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-15T23:32:51.000Z,"Yesterday would have been George Floyd’s 50th birthday. He should be here, celebrating his birthday with his daughter, family, and entire community.

We must continue to honor George Floyd by continuing to do the work to end state-sanctioned violence and loving Black folks.",178,180,755
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-15T23:32:52.000Z,"From an outpouring of pain, grief, and mourning when George Floyd was murdered came the nation’s biggest continual protest in support for and with deep love for Black lives.",25,8,38
"Black Lives Matter
@Blklivesmatter
·
Oct 16, 2023",2023-10-15T23:32:53.000Z,"We love you, George. And we miss you. We’re going to keep fighting with your memory in our souls. Happy Birthday ",18,6,42
"Black Lives Matter
@Blklivesmatter
·
Oct 14, 2023",2023-10-13T22:43:50.000Z,It’s officially #hbcuhomecoming season! ,14,12,48
"Black Lives Matter
@Blklivesmatter
·
Oct 14, 2023",2023-10-13T22:43:52.000Z,HBCUs are a place where Black genius is fostered and Black excellence thrives. These institutions are responsible for creating doors of opportunity where none existed previously.,12,4,18
"Black Lives Matter
@Blklivesmatter
·
Oct 14, 2023",2023-10-13T22:43:53.000Z,Tag a freshman going to #homecoming for the first time to wish them luck and pass along a piece of advice you wish you knew before heading into Homecoming week ,4,,12
"Black Lives Matter
@Blklivesmatter
·
Oct 12, 2023",2023-10-12T16:06:03.000Z,"Did you know that October is LGBTQ+ history month? It's a 31-day celebration to honor lesbian, gay, bisexual, transgender, and queer achievement and influence on the world and a time to learn more about the history of LGBTQ+ rights.",123,38,142
"Black Lives Matter
@Blklivesmatter
·
Oct 12, 2023",2023-10-12T16:06:04.000Z,"Since our creation, Black Lives Matter has been about LGBTQ+ lives. It's a priority for us to always put LGBTQ+ voices at the center of the conversation, and it's important that we highlight the intersectionalities of being Black and LGBTQ+ in our movement.",25,11,35
"Black Lives Matter
@Blklivesmatter
·
Oct 11, 2023",2023-10-11T17:44:12.000Z,Happy National Coming Out Day to our LGBTQI+ family. You are heard. You are seen. And you are loved! #happynationalcomingoutday,272,61,139
"Black Lives Matter
@Blklivesmatter
·
Oct 5, 2023",2023-10-05T17:38:15.000Z,"Yesterday, Morgan State marked the 531st mass shooting in the country this year alone, and the 17th at a college or university.",141,46,122
"Black Lives Matter
@Blklivesmatter
·
Oct 5, 2023",2023-10-05T17:38:15.000Z,"HBCU homecomings are meant to be a space for safety to celebrate Black joy, education, and culture — NOT violence. We wish the 5 victims a healthy recovery and our hearts are with all of the students, staff, and families of Morgan State. ",35,9,51
"Black Lives Matter
@Blklivesmatter
·
Oct 2, 2023",2023-10-02T19:50:58.000Z,"On October 2nd, 1967, #ThurgoodMarshall was sworn in as the first Black Supreme Court Justice He served for 24 years until 1991 and passed away in 1993.",38,35,117
"Black Lives Matter
@Blklivesmatter
·
Oct 2, 2023",2023-10-02T19:51:00.000Z,"As a Supreme Court Justice, he supported affirmative action, challenged race and sex-based discrimination, opposed the death penalty, and defended women's and reproductive rights by ruling in favor of abortion rights in Roe v. Wade, especially on behalf of poor Black women who",17,3,32
"Black Lives Matter
@Blklivesmatter
·
Oct 2, 2023",2023-10-02T19:51:01.000Z,"Marshall broke barriers and spent his life using his power and position to fight for our communities. We honor him today and always. Rest in power, Thurgood Marshall",10,3,23
"Black Lives Matter
@Blklivesmatter
·
Sep 25, 2023",2023-09-25T18:12:28.000Z,"Black people continue to impact elections on all levels of government -- local, state, and national -- and this upcoming year won't be any different.",45,13,118
"Black Lives Matter
@Blklivesmatter
·
Sep 25, 2023",2023-09-25T18:12:28.000Z,"As long as we keep our grassroots momentum and people-power up, we can elect folks across the entire country on all levels of government that are dedicated to Black liberation.",33,4,39
"Black Lives Matter
@Blklivesmatter
·
Sep 19, 2023",2023-09-19T15:41:12.000Z,Stop what you're doing and listen up: Today is National Voter Registration Day!,37,50,72
"Black Lives Matter
@Blklivesmatter
·
Sep 19, 2023",2023-09-19T15:41:13.000Z,"This isn't just another day on the calendar; it's a powerful opportunity for you to take action, amplify your voice, and make a real impact on the future.",10,4,16
"Black Lives Matter
@Blklivesmatter
·
Sep 19, 2023",2023-09-19T15:41:13.000Z,"And we've made it easier than ever for you to do your part. Check out  https://rockthevote.org to swiftly learn about the process, register, check your registration status, and even find your nearest polling location. It's a one-stop shop for all your voting needs!",13,16,24
"Movement 4 Black Lives
@Mvmnt4BlkLives
·
Sep 15, 2023",2023-09-15T16:57:18.000Z,"1/ ¡Wepa! Shout out to the Afro-Latin community! Today, as Latine Heritage Month begins, Movement for Black Lives acknowledges and celebrates our Black Latine hermanes en la lucha.",13,33,67
"NAACP
@NAACP
·
Sep 15, 2023",2023-09-15T17:57:38.000Z,"Today is #NationalBlackVoterDay, a day to recognize the collective power that we as a community have at the polls. Ahead of the election season, we want to make sure you have what you need to get involved and make your voice count.

Learn more here: https://bit.ly/3PG6eVN",24,58,99
"Black Lives Matter
@Blklivesmatter
·
Sep 8, 2023",2023-09-07T21:15:46.000Z,"This week we're coming together to celebrate our illustrious historically Black Colleges and Universities (HBCUs)! We're kicking off National HBCU Week by showing some love to our amazing HBCU ambassadors, who are making big impacts on their campuses and throughout the country!",27,22,90
"Black Lives Matter
@Blklivesmatter
·
Sep 8, 2023",2023-09-07T21:15:47.000Z,"We'd love a chance to shout you out too! If you went or currently go to an HBCU, tag us and show us your pride!",18,3,15
"Black Lives Matter
@Blklivesmatter
·
Sep 6, 2023",2023-09-06T16:57:48.000Z,"This is what mental illness looks like. Smiles, laughter, beauty, even wealth. (1/4)",47,684,2.9K
"Black Lives Matter
@Blklivesmatter
·
Sep 6, 2023",2023-09-06T16:57:51.000Z,"This Suicide Awareness Month, we remember the lives that we lost way too soon. Together, we can honor their memory by destigmatizing seeking help and encouraging open conversations about mental health within our families, schools, workplaces, and communities. (3/4)",4,106,519
"Black Lives Matter
@Blklivesmatter
·
Sep 6, 2023",2023-09-06T16:57:52.000Z,"Continue to rest in power Stephen “tWitch” Boss, Cheslie Kryst, Don Cornelius, Lee Thompson Young, Phyllis Hyman, and the countless amount of others who we’ve lost to suicide. (4/4)",10,61,478
"Black Lives Matter
@Blklivesmatter
·
Sep 4, 2023",2023-09-04T20:25:37.000Z,Black workers across the country have built local labor movements from the ground up time and time again – since before Black people were even allowed to participate in unions.,34,20,68
"Black Lives Matter
@Blklivesmatter
·
Sep 4, 2023",2023-09-04T20:25:38.000Z,"We continue to experience the widening of the wealth gap, the erosion of workers' rights, and right-wing efforts to undermine unions -- all at the particular expense of our Black working class.",9,9,25
"Black Lives Matter
@Blklivesmatter
·
Sep 4, 2023",2023-09-04T20:25:38.000Z,"The history of Black people and the labor movement is long and deep. In honor of this Labor Day, we are committed and prepared to fight in solidarity with Black workers every step of the way.",10,7,28
"Black Lives Matter
@Blklivesmatter
·
Aug 28, 2023",2023-08-28T16:39:22.000Z,"Angela Michelle Carr.

Anolt Joseph Laguerre Jr.

Jerrald De’Shaun Gallion.

A white supremacist killed these 3 innocent Black people. We must call it out for what it is: an act of domestic terrorism.",60,68,207
"AFRICAN & BLACK HISTORY
@AfricanArchives
·
Aug 24, 2023",2023-08-24T18:10:15.000Z,"Did you know Sesame Street was originally created for black and brown inner city kids?

A THREAD",485,8.7K,48K
"Cori Bush
@CoriBush
·
Aug 25, 2023",2023-08-25T17:45:15.000Z,"Record profits should mean record wages.

Solidarity with 
@UAW
 workers ",207,263,1.4K
"NAACP
@NAACP
·
Aug 25, 2023",2023-08-25T16:22:21.000Z,"It has been 60 years since the first #MarchOnWashington, and the fight for true liberation for Black America continues today. 

#MOW60",101,262,553
"Ben Crump
@AttorneyCrump
·
Aug 20, 2023",2023-08-20T15:42:01.000Z,"The suicide rate for Black children ages 10-19 has risen 60% in the past 20 years, outpacing any other racial or ethnic group. Our children need access to mental health support and a productive way to talk about their struggles!",72,900,1.7K
"Ida Bae Wells
@nhannahjones
·
Aug 19, 2023",2023-08-19T13:20:55.000Z,Florida's Board of Education banned the 1619 Project from being taught in schools but approved PragerU. At least they're not even pretending anymore. https://npr.org/2023/08/14/1193557432/florida-education-private-schools-prageru-desantis…,219,2.2K,6.8K
"Black Lives Matter
@Blklivesmatter
·
Aug 11, 2023",2023-08-11T18:09:29.000Z,Happy 50th Anniversary to Hip-Hop! ,16,32,135
"Black Lives Matter
@Blklivesmatter
·
Aug 11, 2023",2023-08-11T18:09:31.000Z,"As we commemorate Hip-Hop's 50th Anniversary, let us celebrate the power of its art in shaping a better future. Together, we honor the past, embrace the present, and pave the way for a future where Black joy, liberation, and freedom reign supreme! ",12,13,40
"ABC News Live
@ABCNewsLive
·
Aug 8, 2023",2023-08-08T18:48:45.000Z,"""Initially you can't help but conclude that this was racially motivated when you think about the history of Montgomery, Alabama — this is a huge slave trading community.""
@ArevaMartin
 weighs in after Montgomery law enforcement address the riverfront dock brawl.",27,15,48
"OxtailGravy Papi
@DeonMims007
·
Aug 7, 2023",2023-08-07T02:17:08.000Z,Me watching the Alabama Boat fight..,8,219,1.7K
"Tariq Nasheed
@tariqnasheed
·
Aug 6, 2023",2023-08-06T17:22:08.000Z,"Some suspected white supremacists assaulted and jumped on a Black security guard at a riverboat in Montgomery Alabama, after he told them to move their boat. 

The Black community pulled up and reminded the suspected white supremacists that this wasn’t the year 1963.

Try THAT in",3.4K,18K,72K
"Keith Boykin
@keithboykin
·
Aug 8, 2023",2023-08-07T22:50:24.000Z,"What happened in Alabama over the weekend didn’t start on that dock in Montgomery. 

It was the cumulative impact of hundreds of years of racial oppression, bubbling back to the surface after yet another incident of white privilege disrespecting Black bodies.",162,1.1K,3.7K
"Black Lives Matter
@Blklivesmatter
·
Aug 4, 2023",2023-08-04T14:24:02.000Z,"Congratulations to both 
@brotherjones_
 and 
@Justinjpearson
 on winning back their rightfully elected seats in the TN House. 

Our voices are strong and no matter what we’re faced with, we won’t be silenced!",23,11,93
"Black Lives Matter
@Blklivesmatter
·
Aug 2, 2023",2023-08-02T03:21:42.000Z,Another day and yet another #trumpindictment. Trump being charged under a civil rights law first written to prosecute Ku Klux Klan violence during Reconstruction makes sense since he was and will always be the white supremacist-in-chief.,42,25,131
"Black Lives Matter
@Blklivesmatter
·
Aug 1, 2023",2023-08-01T19:57:39.000Z,"When commemorating Black resistance and the fight for Black freedom, we also must understand our history in the month of August.",20,22,69
"Black Lives Matter
@Blklivesmatter
·
Aug 1, 2023",2023-08-01T19:57:40.000Z,"Black August honors Black freedom fighters and organizers from the past and present -- many of whom were killed by the state, imprisoned for defending Black lives, or are increasingly surveilled as they shine a light on prison conditions.",5,6,19
"Black Lives Matter
@Blklivesmatter
·
Aug 1, 2023",2023-08-01T19:57:40.000Z,"Black August is a time to recommit and build a world that honors the legacy of our ancestors, our people, and the generations to come.",3,3,17
"Equal Justice Initiative
@eji_org
·
Jul 30, 2023",2023-07-30T13:00:00.000Z,"On this day in 1866, a white mob that included many Confederate war veterans attacked a group of Black people who were participating in a voting rights convention in New Orleans, killing dozens. To overcome racial inequality, we must confront our history. https://calendar.eji.org/racial-injustice/jul/30…",22,475,713
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-27T20:56:27.000Z,#StopCopCity,2,6,31
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-27T20:52:18.000Z,"“No food, no water. They materialize us here. They brutalize us. There are snakes here. Nowhere to sleep, nothing to eat. We are begging on the U.N. to please come to our aid...”",9,23,43
"Cori Bush
@CoriBush
·
Jul 27, 2023",2023-07-27T13:26:22.000Z,"Today is Black women’s equal pay day.

Black women make 64¢ for every dollar a man makes, undermining our economic stability.

The Equal Rights Amendment will help level the playing field, advancing Black women's economic empowerment.

#ERANow",346,633,2.4K
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-27T17:38:18.000Z,"We don’t need another investigation to know if there is a pattern or practice of violating civil rights.

We need action. We need legislation that affirms Black dignity, worth and self-determination. 

Most importantly…#DefundThePolice.",21,20,66
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-27T01:53:03.000Z,"“This is an investment. An investment in reducing recidivism, in reducing crime, and reducing poverty.”",3,16,57
"FOLLOW @YITTY
@lizzo
·
Jul 27, 2023",2023-07-26T22:01:26.000Z,"Aye.. I know there’s a lot of pop culture news and memes going on rn but…

THE GOVERNMENT JUST STATED *UNDER OATH* THAT THEY ARE IN POSSESSION OF UFOs AND NON-HUMAN ALIEN BODIES YALL

WTF",1.2K,5.9K,52K
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-26T22:56:04.000Z,"Jadarrius Rose, a 23 year old Black man, was brutally attacked and mauled by an Ohio police K-9 dog as he was standing with his hands up. He was unarmed and surrendering, yet still attacked.",17,48,143
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-26T22:56:09.000Z,Our current system of policing will never work. A routine traffic stop for a missing mud flap shouldn’t have involved multiple officers drawing their semiautomatic guns and ordering a K-9 dog to attack.,2,10,42
"Black Lives Matter
@Blklivesmatter
·
Jul 27, 2023",2023-07-26T22:56:09.000Z,"Police will never keep our communities safe. Our call to defund the police includes ending traffic stops for minor traffic violations and removing police from traffic interactions.
#NoCopsAtTrafficStops",3,10,32
"Kassandra Frederique
@Kassandra_Fred
·
Jul 26, 2023",2023-07-26T01:55:56.000Z,Abolition is the only way.,10,99,325
"VictoriaLaw
@LVikkiml
·
Jul 25, 2023",2023-07-25T13:57:57.000Z,"Texas charges prisoners 50% more for water as heat wave continues | KUT Radio, Austin's NPR Station",9,201,174
"David Menschel
@davidminpdx
·
Jul 24, 2023",2023-07-24T02:47:11.000Z,"A new report by ACLU of New Jersey points out New Jersey has reduced its prison population by MORE THAN 50% since 2011. At the same time, violent crime has DECLINED 15%. Murder is also DOWN. At the same time, the state’s population grew ~4%. https://aclu-nj.org/sites/default/files/field_documents/decarcerating_new_jersey_web_single_page.pdf…",7,103,228
"Be A King
@BerniceKing
·
Jul 25, 2023",2023-07-25T12:45:34.000Z,"Emmett Till should be 82 today.

His mother, Mamie Till-Mobley, 
ensured that the world saw how gruesomely her 14 year-old child was murdered.

Racism isn’t disagreement.
Families grieve. Communities mourn. 
Dreams wither. Humanity suffers. 
People perish.

Remember Emmett Till.",198,5.6K,18K
"Black Lives Matter
@Blklivesmatter
·
Jul 24, 2023",2023-07-24T00:57:39.000Z,,43,66,707
"Dyjuan Tatro
@DyjuanTatro
·
Jul 21, 2023",2023-07-20T22:59:16.000Z,"The MTA is raising fares on public transit while the public pays: $13,000,000 NYPD settlement + $11,000,000,000 NYPD budget +  $700,000,000 in NYPD overtime.

Defunding public transit & other services to fund a failed public safety strategy & cop misconduct is horrible policy.",7,110,279
"Black Lives Matter
@Blklivesmatter
·
Jul 14, 2023",2023-07-13T21:37:28.000Z,"Although the Black Lives Matter movement was born from our collective pain, it has catalyzed a generation of organizers, activists, and agents of our liberation. 

We will win liberation because we must

photo cred: David Shankbone",11,16,33
"Advancement Project
@adv_project
·
Jul 14, 2023",2023-07-13T21:20:45.000Z,"Sandra Bland should be here. Today, on the 8th anniversary of her death, we honor her life. We will continue to demand justice for Black women. We will continue to demand that the system protects and defends Black life.

And we will continue to #SayHerName. #BlackLivesMatter",5,87,280
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:25:04.000Z,"“As we continue our push to defund the police, invest in Black communities and reimagine safety in our communities, we need our elected officials to focus on the people, not police,”",30,19,60
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:24:11.000Z,"Today is our movement's 10 year anniversary! 

We've already moved mountains together in the last 10 years alone – and we can continue to do so.",18,37,92
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:24:15.000Z,"To honor 10 years of BLM we are calling to make July 13th National #BlackLivesMatterDay to honor the countless Black folks who have been injured, attacked, murdered, and impacted by police and vigilante violence.",4,16,42
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:24:16.000Z,This National Day in conjunction with our 10 year anniversary is a reminder that not only will our work never stop; but that it's constantly evolving. ,1,10,29
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:16:41.000Z,"Did you know the overall NYPD budget is OVER 5 BILLION DOLLARS! 

Yep that’s BILLION with a B! And that doesn’t even include additional spending for things like legal settlements for police-related lawsuits and pensions.",18,22,89
